source_url,source_product,destination_url,destination_page,anchor_text,section_heading,link_shape,status
https://theburgersleeves.com/product/corrugated-burger-sleeves/,Corrugated Burger Sleeves,https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,lightweight paper stock,Corrugated Sleeves That Keep Orders Stable In Bags,category+product+product+product,200
https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,sleeve geometry sized for stacked two-patty builds,"Tabs, Slots And The Tolerance Problem",product+product+page,200
https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves,https://theburgersleeves.com/product/custom-burger-sleeves/,Custom Burger Sleeves,"a full bespoke specification covering board, print and structure together",Assembly Time Is A Real Cost,product+product+page,200
https://theburgersleeves.com/product/die-cut-burger-sleeves/,Die Cut Burger Sleeves,https://theburgersleeves.com/get-free-quote/,Get Free Quote,quotation stage where dimensions and structure are confirmed,Supplying And Approving The File,product+product+page,200
https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-sizes/,Burger Sleeves Sizes,burger sleeve size range,Double Patty Burger Sleeves Built For Taller Wraps,category+product+product+product,200
https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,extra coverage for thicker builds,Double Patty Burger Sleeves Built For Taller Wraps,category+product+product+product,200
https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,roomier wrap coverage,Double Patty Sleeves That Keep Orders Organized,category+product+product+product,200
https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,balanced fit for regular servings,Double Patty Sleeves That Keep Orders Organized,category+product+product+product,200
https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-materials/,Burger Sleeves Materials,eco focused sleeve materials,Eco Friendly Burger Sleeves That Match Daily Demand,category+product+product+product,200
https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,recycled paper sleeve stock,Eco Friendly Burger Sleeves That Match Daily Demand,category+product+product+product,200
https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,kraft paper surface look,Eco Sleeves That Fit Material Families,category+product+product+product,200
https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,https://theburgersleeves.com/product/cardboard-burger-sleeves/,Cardboard Burger Sleeves,a stiffer paperboard build for heavier items,Eco Sleeves That Fit Material Families,category+product+product+product,200
https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,https://theburgersleeves.com/product-category/special-sleeves-uses/,Special Sleeves Uses,service setting sleeve choices,Event Burger Sleeves For Crowd Speed And Control,category+product+product+product,200
https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,quick handoff service,Event Burger Sleeves For Crowd Speed And Control,category+product+product+product,200
https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,brand visibility during campaigns,Event Sleeves That Support Campaign And Signage,category+product+product+product,200
https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves,counter service sleeves,Event Sleeves That Support Campaign And Signage,category+product+product+product,200
https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,https://theburgersleeves.com/product-category/special-sleeves-uses/,Special Sleeves Uses,mobile service sleeve formats,Food Truck Burger Sleeves That Match Road Service Pace,category+product+product+product,200
https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,kitchen to counter flow,Food Truck Burger Sleeves That Match Road Service Pace,category+product+product+product,200
https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,fast handoff packaging,Food Truck Sleeves That Support Fast Service Bundles,category+product+product+product,200
https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,campaign ready wrapping,Food Truck Sleeves That Support Fast Service Bundles,category+product+product+product,200
https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,a non-reflective face that stays readable under hard lighting,The Lighting Problem Nobody Tests For,product+product+category,200
https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,https://theburgersleeves.com/product/full-color-burger-sleeves/,Full Color Burger Sleeves,edge-to-edge process colour on a bright ground,Where Gloss Earns Its Place,product+product+category,200
https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-styles/,Burger Sleeves Styles,the other surface treatments offered in this range,What To Confirm Before Ordering,product+product+category,200
https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,larger burger sleeve sizing,Jumbo Burger Sleeves Designed For Tall Menu Builds,product+product+product+product,200
https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,support for thicker burgers,Jumbo Burger Sleeves Designed For Tall Menu Builds,product+product+product+product,200
https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,wide wrap coverage,Jumbo Sleeves That Keep Big Orders Easy To Sort,product+product+product+product,200
https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,smaller format sizing,Menu Size Mapping That Keeps Service Predictable,product+product+product+product,200
https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,Kraft Brown Burger Sleeves,https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,the wider kraft board options across weights,How Brown Board Handles Grease,product+product+product,200
https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,Kraft Brown Burger Sleeves,https://theburgersleeves.com/product/minimal-design-burger-sleeves/,Minimal Design Burger Sleeves,pared-back layouts that use fewer inks,Designing A Mark That Works On Brown,product+product+product,200
https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,Kraft Brown Burger Sleeves,https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves,a bright ground that reproduces colour predictably,Service Settings Suited To Kraft,product+product+product,200
https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-materials/,Burger Sleeves Materials,kraft paper sleeve construction,Kraft Burger Sleeves That Deliver A Warm Stock Feel,category+product+product+product,200
https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,paper wrap sleeve stock,Kraft Burger Sleeves That Deliver A Warm Stock Feel,category+product+product+product,200
https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,recycled material alternative,Kraft Sleeves That Pair With Menu Material Planning,category+product+product+product,200
https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,https://theburgersleeves.com/product/corrugated-burger-sleeves/,Corrugated Burger Sleeves,structured layer support,Kraft Sleeves That Pair With Menu Material Planning,category+product+product+product,200
https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-sizes/,Burger Sleeves Sizes,the full run of sleeve sizes side by side,Large Burger Sleeves For Smooth Takeaway Handling,category+product+product+product,200
https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,oversized wrap coverage,Large Burger Sleeves For Smooth Takeaway Handling,category+product+product+product,200
https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,standard service sizing,Large Sleeves That Keep Stations Easy To Organize,category+product+product+product,200
https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,extra thickness coverage,Large Sleeves That Keep Stations Easy To Organize,category+product+product+product,200
https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-styles/,Burger Sleeves Styles,low glare sleeve finish,Matte Finish Burger Sleeves For Smooth Surface Handling,category+product+product+product,200
https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,https://theburgersleeves.com/product/white-printed-burger-sleeves/,White Printed Burger Sleeves,artwork printed onto a bright white ground,Print Stability And Visual Clarity In Matte Sleeves,category+product+product+product,200
https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,https://theburgersleeves.com/product/branded-burger-sleeves/,Branded Burger Sleeves,sleeves carrying a full brand system,Handling Experience During High Volume Service,category+product+product+product,200
https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,https://theburgersleeves.com/product/black-burger-sleeves/,Black Burger Sleeves,dark board where surface sheen shows most,Handling Experience During High Volume Service,category+product+product+product,200
https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-sizes/,Burger Sleeves Sizes,standard burger sleeve sizing,Medium Burger Sleeves That Keep Wraps Neat Daily,category+product+product+product,200
https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,compact wrap coverage,Medium Burger Sleeves That Keep Wraps Neat Daily,category+product+product+product,200
https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,expanded wrap space,Medium Sleeves That Help Stations Stay Organized,category+product+product+product,200
https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,mini serving sleeves,Medium Sleeves That Help Stations Stay Organized,category+product+product+product,200
https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-materials/,Burger Sleeves Materials,paper stock sleeve formats,Paper Burger Sleeves For Clean Wrap Control,category+product+product+product,200
https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,kraft paper build,Paper Burger Sleeves For Clean Wrap Control,category+product+product+product,200
https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,recycled paper choice,Paper Sleeves That Balance Flex And Support,category+product+product+product,200
https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,https://theburgersleeves.com/product/cardboard-burger-sleeves/,Cardboard Burger Sleeves,paperboard strength option,Paper Sleeves That Balance Flex And Support,category+product+product+product,200
https://theburgersleeves.com/product/printed-burger-sleeves/,Printed Burger Sleeves,https://theburgersleeves.com/product-category/customized-burger-sleeves/,Customized Burger Sleeves,custom print sleeve options,Printed Burger Sleeves That Keep Branding Consistent,category+product+product+product,200
https://theburgersleeves.com/product/printed-burger-sleeves/,Printed Burger Sleeves,https://theburgersleeves.com/product/branded-burger-sleeves/,Branded Burger Sleeves,brand led sleeve layouts,Printed Burger Sleeves That Keep Branding Consistent,category+product+product+product,200
https://theburgersleeves.com/product/printed-burger-sleeves/,Printed Burger Sleeves,https://theburgersleeves.com/product/logo-printed-burger-sleeves/,Logo Printed Burger Sleeves,logo placement focused prints,Printed Sleeves That Support Clear Logo Placement,category+product+product+product,200
https://theburgersleeves.com/product/printed-burger-sleeves/,Printed Burger Sleeves,https://theburgersleeves.com/product/full-color-burger-sleeves/,Full Color Burger Sleeves,full artwork coverage,Printed Sleeves That Support Clear Logo Placement,category+product+product+product,200
https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,https://theburgersleeves.com/product-category/special-sleeves-uses/,Special Sleeves Uses,campaign focused sleeve use cases,Promotional Burger Sleeves That Carry Messaging Clearly,category+product+product+product,200
https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves,daily counter branding use,Promotional Burger Sleeves That Carry Messaging Clearly,category+product+product+product,200
https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,bulk service distribution,Promotional Sleeves That Stay Consistent In Bulk Runs,category+product+product+product,200
https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,consistent dine in presentation,Promotional Sleeves That Stay Consistent In Bulk Runs,category+product+product+product,200
https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-materials/,Burger Sleeves Materials,material based burger sleeve options,Recycled Burger Sleeves That Keep Service Clean,category+product+product+product,200
https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,lower impact material choice,Recycled Burger Sleeves That Keep Service Clean,category+product+product+product,200
https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,kraft paper stock build,Recycled Sleeves That Support Menu Consistency,category+product+product+product,200
https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,paper based wrap material,Recycled Sleeves That Support Menu Consistency,category+product+product+product,200
https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,https://theburgersleeves.com/product-category/special-sleeves-uses/,Special Sleeves Uses,restaurant service sleeve options,Restaurant Burger Sleeves For Clean Table Service Flow,category+product+product+product,200
https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,https://theburgersleeves.com/product/cafe-burger-sleeves/,Cafe Burger Sleeves,counter service use,Restaurant Burger Sleeves For Clean Table Service Flow,category+product+product+product,200
https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,fast paced serving,Restaurant Sleeves That Support Fast Floor Delivery,category+product+product+product,200
https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,large batch service,Restaurant Sleeves That Support Fast Floor Delivery,category+product+product+product,200
https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-sizes/,Burger Sleeves Sizes,small portion sleeve sizing,Slider Burger Sleeves For Quick Small-Order Runs,category+product+product+product,200
https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,compact wrap coverage,Slider Burger Sleeves For Quick Small-Order Runs,category+product+product+product,200
https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,everyday service size,Slider Sleeves That Keep Stations And Trays In Order,category+product+product+product,200
https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,larger wrap space for upgrades,Slider Sleeves That Keep Stations And Trays In Order,category+product+product+product,200
https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-sizes/,Burger Sleeves Sizes,compact burger sleeve sizes,Small Burger Sleeves That Keep Portions Neat And Tight,category+product+product+product,200
https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,mini burger sizing,Small Burger Sleeves That Keep Portions Neat And Tight,category+product+product+product,200
https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,mid size wrap coverage,Small Sleeves That Support A Clean Size System,category+product+product+product,200
https://theburgersleeves.com/product/small-burger-sleeves/,Small Burger Sleeves,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,bigger wrap coverage for premium builds,Small Sleeves That Support A Clean Size System,category+product+product+product,200
https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,https://theburgersleeves.com/product-category/special-sleeves-uses/,Special Sleeves Uses,quick serve sleeve use cases,Street Food Burger Sleeves For Rapid Grab And Go,category+product+product+product,200
https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,mobile serving routines,Street Food Burger Sleeves For Rapid Grab And Go,category+product+product+product,200
https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,high volume handoff,Street Food Sleeves That Hold Up In High Turnover,category+product+product+product,200
https://theburgersleeves.com/product/street-food-burger-sleeves/,Street Food Burger Sleeves,https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,kitchen ready presentation,Street Food Sleeves That Hold Up In High Turnover,category+product+product+product,200
https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves,https://theburgersleeves.com/product/grease-resistant-burger-sleeves/,Grease Resistant Burger Sleeves,board treated to slow oil migration,The Cost Of A Clean Surface,product+product+category,200
https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves,https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,a sealed high-shine face that deepens printed colour,Coating Decisions On White Board,product+product+category,200
https://theburgersleeves.com/product/white-burger-sleeves/,White Burger Sleeves,https://theburgersleeves.com/product-category/burger-sleeves-styles/,Burger Sleeves Styles,the range of surface options across the sleeve styles,Menus That Suit A White Sleeve,product+product+category,200
