sku,product,url,role,file,local_path,original_source,dimensions,bytes,alt,ownership,status,third_party,action
TBS-040,Event Burger Sleeves,/product/event-burger-sleeves/,excluded,Corporate-Event-Burger-Sleeves.jpg,src/assets/images/Corporate-Event-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,380101,Corporate Event Burger Sleeves,NOT owned — third-party or template imagery,excluded from production,third-party brand,Whole image removed from product data. Visible: third-party printed identity across bag and box. Not edited or de-watermarked.
TBS-041,Burger and Fries Sleeves,/product/burger-and-fries-sleeves/,main,Branded-Burger-And-Fries-Sleeve.jpg,src/assets/images/Branded-Burger-And-Fries-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,423410,Branded Burger And Fries Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-041,Burger and Fries Sleeves,/product/burger-and-fries-sleeves/,gallery 1,Burger-And-Fries-Sleeves-With-Logo.jpg,src/assets/images/Burger-And-Fries-Sleeves-With-Logo.jpg,WordPress wp-content/uploads (migrated),1080x1080,891253,Burger And Fries Sleeves With Logo,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-041,Burger and Fries Sleeves,/product/burger-and-fries-sleeves/,gallery 2,Matte-Burger-And-Fries-Sleeve.jpg,src/assets/images/Matte-Burger-And-Fries-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,958389,Matte Burger And Fries Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-041,Burger and Fries Sleeves,/product/burger-and-fries-sleeves/,gallery 3,Takeaway-Burger-And-Fries-Sleeve.jpg,src/assets/images/Takeaway-Burger-And-Fries-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,635459,Takeaway Burger And Fries Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-042,Burger Wrapping Sleeves,/product/burger-wrapping-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-043,Burger Sandwich Sleeves,/product/burger-sandwich-sleeves/,main,Textured-Burger-Sandwich-Sleeve.jpg,src/assets/images/Textured-Burger-Sandwich-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,655142,Textured Burger Sandwich Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-043,Burger Sandwich Sleeves,/product/burger-sandwich-sleeves/,gallery 1,Burger-Sandwich-Sleeves.jpg,src/assets/images/Burger-Sandwich-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,602016,Burger Sandwich Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-043,Burger Sandwich Sleeves,/product/burger-sandwich-sleeves/,gallery 2,Logo-Printed-Burger-Sandwich-Sleeves.jpg,src/assets/images/Logo-Printed-Burger-Sandwich-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,477188,Logo printed burger sandwich sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-043,Burger Sandwich Sleeves,/product/burger-sandwich-sleeves/,gallery 3,Matte-Burger-Sandwich-Sleeve.jpg,src/assets/images/Matte-Burger-Sandwich-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,379742,Matte Burger Sandwich Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-043,Burger Sandwich Sleeves,/product/burger-sandwich-sleeves/,gallery 4,Street-Style-Burger-Sandwich-Sleeve.jpg,src/assets/images/Street-Style-Burger-Sandwich-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,669410,Street Style Burger Sandwich Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-044,Fast Food Sleeves Packaging,/product/fast-food-sleeves-packaging/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-001,Kraft Burger Sleeves,/product/kraft-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-002,Cardboard Burger Sleeves,/product/cardboard-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-003,Paper Burger Sleeves,/product/paper-burger-sleeves/,main,Branded-Paper-Burger-Sleeves.jpg,src/assets/images/Branded-Paper-Burger-Sleeves.jpg,WordPress wp-content/uploads (migrated),1080x1080,128633,Branded Burger Sleeves,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-003,Paper Burger Sleeves,/product/paper-burger-sleeves/,gallery 1,Restaurant-Paper-Burger-Sleeve.jpg,src/assets/images/Restaurant-Paper-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,36017,Restaurant Paper Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-004,Corrugated Burger Sleeves,/product/corrugated-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-005,Recycled Burger Sleeves,/product/recycled-burger-sleeves/,main,Modern-Recycled-Burger-Sleeve.jpg,src/assets/images/Modern-Recycled-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,36950,Recycled board burger sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-005,Recycled Burger Sleeves,/product/recycled-burger-sleeves/,gallery 1,Speckled-Recycled-Burger-Sleeve.jpg,src/assets/images/Speckled-Recycled-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,164302,Printed paper food bags holding a hot dog,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-006,Eco Friendly Burger Sleeves,/product/eco-friendly-burger-sleeves/,main,Unbleached-Kraft-Burger-Sleeve.jpg,src/assets/images/Unbleached-Kraft-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,661787,Unbleached Kraft Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-006,Eco Friendly Burger Sleeves,/product/eco-friendly-burger-sleeves/,gallery 1,Biodegradable-Burger-Sleeve.jpg,src/assets/images/Biodegradable-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,447224,Burger held in a checked greaseproof paper wrap,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-006,Eco Friendly Burger Sleeves,/product/eco-friendly-burger-sleeves/,gallery 2,Cafe-Eco-Friendly-Burger-Sleeve.jpg,src/assets/images/Cafe-Eco-Friendly-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,155583,Burger sleeve on a cafe counter,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-006,Eco Friendly Burger Sleeves,/product/eco-friendly-burger-sleeves/,gallery 3,Eco-Friendly-Burger-Sleeve.jpg,src/assets/images/Eco-Friendly-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,386782,Kraft burger sleeve around a wrapped burger,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-023,Small Burger Sleeves,/product/small-burger-sleeves/,main,Artwork-Preview-Coming-Soon.jpg,src/assets/images/Artwork-Preview-Coming-Soon.jpg,generated for this project (scripts/media-audit.mjs),1080x1080,65504,Artwork preview coming soon,owned — generated in-project,TEMPORARY placeholder,none detected,Placeholder shown until real photography is supplied
TBS-024,Medium Burger Sleeves,/product/medium-burger-sleeves/,main,Branded-Medium-Burger-Sleeve.jpg,src/assets/images/Branded-Medium-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,54254,Branded Medium Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-024,Medium Burger Sleeves,/product/medium-burger-sleeves/,gallery 1,Kraft-Medium-Burger-Sleeve.jpg,src/assets/images/Kraft-Medium-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,109715,Kraft Medium Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-024,Medium Burger Sleeves,/product/medium-burger-sleeves/,gallery 2,Medium-Burger-Sleeve-Packaging.jpg,src/assets/images/Medium-Burger-Sleeve-Packaging.jpg,WordPress wp-content/uploads (migrated),1080x1080,80825,Medium Burger Sleeve Packaging,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-025,Large Burger Sleeves,/product/large-burger-sleeves/,main,Cardboard-Large-Burger-Sleeve.jpg,src/assets/images/Cardboard-Large-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,132014,Cardboard Large Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-025,Large Burger Sleeves,/product/large-burger-sleeves/,gallery 1,Jumbo-Large-Burger-Sleeve.jpg,src/assets/images/Jumbo-Large-Burger-Sleeve.jpg,WordPress wp-content/uploads (migrated),1080x1080,90395,Jumbo Large Burger Sleeve,"site-supplied, no third-party marks detected",permanent,none detected,retained
TBS-025,Large Burger Sleeves,/product/large-burger-sleeves/,gallery 2,Large-Burger-Sleeve-With-Logo.jpg,src/assets/images/Large-Burger-Sleeve-With-Logo.jpg,WordPress wp-content/uploads (migrated),1080x1080,60079,Large Burger Sleeve With Logo,"site-supplied, no third-party marks detected",permanent,none detected,retained
