url,path,type,http_status,in_sitemap,robots,title,title_length,meta_description,description_length,canonical,h1,h2_count,h3_count,image_count,internal_links,jsonld_types,faq_count
https://theburgersleeves.com/product/double-patty-burger-sleeves/,/product/double-patty-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Double Patty Burger Sleeves | Tall Builds & Strong Hold,55,"Custom quote, free design, and free shipping on double patty burger sleeves for tall builds with stronger board option and optional barrier support handoff.",156,https://theburgersleeves.com/product/double-patty-burger-sleeves/,Double Patty Burger Sleeves,10,21,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,/product/eco-friendly-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Eco Burger Sleeves | Responsible Packaging | The Burger Sleeves,63,Request pricing for eco burger sleeves built for clean handling and reliable service use. Artwork support and free shipping available.,134,https://theburgersleeves.com/product/eco-friendly-burger-sleeves/,Eco Friendly Burger Sleeves,10,21,14,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/event-burger-sleeves/,/product/event-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Event Burger Sleeves Packaging | The Burger Sleeves,51,"Free layout support and a quick quote for event burger sleeves with steady grip, size fit planning, and grease control for busy food stations.",142,https://theburgersleeves.com/product/event-burger-sleeves/,Event Burger Sleeves,10,21,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/fast-food-burger-sleeves/,/product/fast-food-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Fast Food Burger Sleeves | The Burger Sleeves,45,Request pricing for fast food burger sleeves built for quick service with steady grip and clean handoff. Artwork support and free shipping available.,149,https://theburgersleeves.com/product/fast-food-burger-sleeves/,Fast Food Burger Sleeves,8,19,16,46,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/fast-food-sleeves-packaging/,/product/fast-food-sleeves-packaging/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Fast Food Sleeves Packaging Wholesale | The Burger Sleeves,58,"Fast food sleeves for wraps, burgers & snacks with custom sizes and clean print. Get a custom quote, free design, and free shipping for bulk orders.",148,https://theburgersleeves.com/product/fast-food-sleeves-packaging/,Fast Food Sleeves Packaging,8,18,15,44,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/food-grade-burger-sleeves/,/product/food-grade-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Food Grade Burger Sleeves | Hygienic Serve | The Burger Sleeves,63,Get a quick quote for food grade burger sleeves built for clean handling with food contact safe paper and inks. Design support and free shipping available.,155,https://theburgersleeves.com/product/food-grade-burger-sleeves/,Food Grade Burger Sleeves,8,19,7,46,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/food-truck-burger-sleeves/,/product/food-truck-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Food Truck Burger Sleeves | Grease Control | The Burger Sleeves,63,Free design support for burger sleeves used in food trucks with stable grip and quick service. Request a custom quote and free shipping.,136,https://theburgersleeves.com/product/food-truck-burger-sleeves/,Food Truck Burger Sleeves,10,21,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/full-color-burger-sleeves/,/product/full-color-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Full Color Burger Sleeves | Bold Patterns & Color | TBS,55,Get a quick quote for full color burger sleeves built for rich visuals and bold designs. Artwork support and free shipping available.,133,https://theburgersleeves.com/product/full-color-burger-sleeves/,Full Color Burger Sleeves,8,19,16,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,/product/gloss-finish-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Gloss Finish Burger Sleeves | Takeaway Use | The Burger Sleeves,63,Free design support for gloss burger sleeves with smooth finish and strong hold. Request a custom quote and free shipping for bulk orders.,138,https://theburgersleeves.com/product/gloss-finish-burger-sleeves/,Gloss Finish Burger Sleeves,8,19,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/grease-resistant-burger-sleeves/,/product/grease-resistant-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Grease Resistant Burger Sleeve | The Burger Sleeves,51,"Grease resistant burger sleeves with oil barrier paper options to reduce soak through, keep hands cleaner, and improve grip. Artwork help included.",147,https://theburgersleeves.com/product/grease-resistant-burger-sleeves/,Grease Resistant Burger Sleeves,8,19,16,46,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/hamburger-sleeves/,/product/hamburger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Hamburger Sleeves | Classic Builds | The Burger Sleeves,55,"Free design help and a quick quote for hamburger sleeves built for classic burgers with clean grip, tidy wrap appearance, and stable serving.",141,https://theburgersleeves.com/product/hamburger-sleeves/,Hamburger Sleeves,8,19,16,46,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/jumbo-burger-sleeves/,/product/jumbo-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jumbo Burger Sleeves | Large Size Fit | The Burger Sleeves,58,"Get a free quote on jumbo burger sleeves with custom design and free shipping, built for oversized burgers with firm grip and tidy presentation.",144,https://theburgersleeves.com/product/jumbo-burger-sleeves/,Jumbo Burger Sleeves,11,21,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,/product/kraft-brown-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Kraft Burger Sleeves | Strong Grip | The Burger Sleeves,55,Kraft brown burger sleeves made from sturdy kraft board for secure grip and cleaner handoff with warm fillings and sauces. Free design and shipping.,148,https://theburgersleeves.com/product/kraft-brown-burger-sleeves/,Kraft Brown Burger Sleeves,8,19,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/kraft-burger-sleeves/,/product/kraft-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Kraft Burger Sleeves | Natural Kraft Paper Burger Sleeves,57,"Kraft burger sleeves with a natural paper look, strong grip, and absorbent or barrier builds for clean printing. Free shipping and design help.",143,https://theburgersleeves.com/product/kraft-burger-sleeves/,Kraft Burger Sleeves,10,21,7,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/large-burger-sleeves/,/product/large-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Large Burger Sleeves | Tall Builds & Clean Handling | TBS,57,"Handle tall burgers with sleeves built for grip and structure during takeaway. Get a custom quote, free design support, and free shipping.",138,https://theburgersleeves.com/product/large-burger-sleeves/,Large Burger Sleeves,10,21,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/logo-printed-burger-sleeves/,/product/logo-printed-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Logo Printed Burger Sleeves | Clean Spacing | The Burger Sleeves,64,"Free artwork help and quick pricing for logo printed burger sleeves with sharp placement, clean spacing, and paper or barrier options with stable folds.",152,https://theburgersleeves.com/product/logo-printed-burger-sleeves/,Logo Printed Burger Sleeves,8,19,7,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/matte-finish-burger-sleeves/,/product/matte-finish-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Matte Burger Sleeves | Smooth Print | The Burger Sleeves,56,"Matte finish burger sleeves with low shine surface, sturdy paperboard, and grease control for clean handling and print clarity. Free design and shipping.",153,https://theburgersleeves.com/product/matte-finish-burger-sleeves/,Matte Finish Burger Sleeves,12,23,16,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/medium-burger-sleeves/,/product/medium-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Daily Service Burger Sleeves | Medium Size Fit | TBS,52,"Custom quote, free design, and free shipping on medium burger sleeves for regular burgers with balanced grip, wrap control, and clean presentation.",147,https://theburgersleeves.com/product/medium-burger-sleeves/,Medium Burger Sleeves,10,22,14,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/minimal-design-burger-sleeves/,/product/minimal-design-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Minimal Design Burger Sleeves | Clean Branding | TBS,52,"Minimal design burger sleeves with open print space and sturdy board for tidy wraps. Free quote, custom design, and free delivery included for bulk orders.",155,https://theburgersleeves.com/product/minimal-design-burger-sleeves/,Minimal Design Burger Sleeves,8,19,12,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/paper-burger-sleeves/,/product/paper-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Paper Burger Sleeves | Food Grade Board | The Burger Sleeves,60,"Paper burger sleeves made from food grade board for steady holding, clean handoff, and controlled wrap in takeaway service. Free shipping and design help.",154,https://theburgersleeves.com/product/paper-burger-sleeves/,Paper Burger Sleeves,10,21,12,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/printed-burger-sleeves/,/product/printed-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Printed Burger Sleeves | Brand Printed Burger Paper Sleeves,59,"Printed burger sleeves for clear branding and order communication. Supports logo blocks, patterns, and readable text areas.",123,https://theburgersleeves.com/product/printed-burger-sleeves/,Printed Burger Sleeves,10,21,7,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/promotional-burger-sleeves/,/product/promotional-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Promotional Burger Sleeves Packaging | The Burger Sleeves,57,"Promotional burger sleeves packaging for branded campaigns with clean grip support, grease control options, custom printing, and reliable fit for burgers.",154,https://theburgersleeves.com/product/promotional-burger-sleeves/,Promotional Burger Sleeves,10,22,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/recycled-burger-sleeves/,/product/recycled-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Recycled Burger Sleeves | Eco Board | The Burger Sleeves,56,Recycled burger sleeves made from recycled board for steady grip and neat wrap control across counters and takeaway. Free shipping and artwork help.,148,https://theburgersleeves.com/product/recycled-burger-sleeves/,Recycled Burger Sleeves,10,21,12,45,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/restaurant-burger-sleeves/,/product/restaurant-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Restaurant Burger Sleeves | Quick Service | The Burger Sleeves,62,Get pricing for restaurant burger sleeves built for fast packing with clean grip and stable hold. Artwork support and free shipping available.,142,https://theburgersleeves.com/product/restaurant-burger-sleeves/,Restaurant Burger Sleeves,10,21,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
https://theburgersleeves.com/product/slider-burger-sleeves/,/product/slider-burger-sleeves/,product,200,yes,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Mini Burger Sleeves | Slider Packaging Fit | The Burger Sleeves,63,"Double patty burger sleeves for taller builds with stronger board options and optional barrier support to keep heavy wraps stable, Free shipping.",145,https://theburgersleeves.com/product/slider-burger-sleeves/,Slider Burger Sleeves,10,21,12,41,Organization PostalAddress WebSite BreadcrumbList ListItem Product Brand FAQPage Question Answer,15
